Date,BilledVolume,Rainfall,RainfallYesterday,RainfallTwoDaysAgo,RainfallThreeDaysAgo,RainfallTomorrow,MaxTemp,MaxTempYesterday,MaxTempTwoDaysAgo,MaxTempThreeDaysAgo,MaxTempTomorrow,month,weekend,MaxTemp_imp,Rainfall_imp,MaxTempYesterday_imp,RainfallYesterday_imp,MaxTempTwoDaysAgo_imp,RainfallTwoDaysAgo_imp,MaxTempThreeDaysAgo_imp,RainfallThreeDaysAgo_imp,MaxTempTomorrow_imp,RainfallTomorrow_imp
2016-12-23,514,0,0,0.47,1.8,0.55,33.085,23.45,20.794999999999998,22.675,34.445,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016-12-24,575,0.55,0,0,0.47,0.15,34.445,33.085,23.45,20.794999999999998,35.925000000000004,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016-12-25,599,0.15,0.55,0,0,0,35.925000000000004,34.445,33.085,23.45,30.425,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2016-12-26,574,0,0.15,0.55,0,1.65,30.425,35.925000000000004,34.445,33.085,28.275,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016-12-27,444,1.65,0,0.15,0.55,1.26,28.275,30.425,35.925000000000004,34.445,36.24,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016-12-28,405,1.26,1.65,0,0.15,0.05,36.24,28.275,30.425,35.925000000000004,33.305,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2016-12-29,518,0.05,1.26,1.65,0,54.23,33.305,36.24,28.275,30.425,30.38,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2016-12-30,450,54.23,0.05,1.26,1.65,0.03,30.38,33.305,36.24,28.275,25.97,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016-12-31,386,0.03,54.23,0.05,1.26,0.1,25.97,30.38,33.305,36.24,22.02,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-01,405,0.1,0.03,54.23,0.05,2.08,22.02,25.97,30.38,33.305,18.17,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-02,349,2.08,0.1,0.03,54.23,0.31,18.17,22.02,25.97,30.38,22.545,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-03,356,0.31,2.08,0.1,0.03,0,22.545,18.17,22.02,25.97,31.765,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-04,421,0,0.31,2.08,0.1,0,31.765,22.545,18.17,22.02,33.22,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-05,482,0,0,0.31,2.08,0,33.22,31.765,22.545,18.17,34.49,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-06,528,0,0,0,0.31,0,34.49,33.22,31.765,22.545,36.135,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-07,535,0,0,0,0,0,36.135,34.49,33.22,31.765,34.675,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-08,592,0,0,0,0,0,34.675,36.135,34.49,33.22,23.83,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-09,530,0,0,0,0,0,23.83,34.675,36.135,34.49,31.035,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-10,483,0,0,0,0,0,31.035,23.83,34.675,36.135,25.990000000000002,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-11,486,0,0,0,0,0,25.990000000000002,31.035,23.83,34.675,29.945,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-12,488,0,0,0,0,0.9,29.945,25.990000000000002,31.035,23.83,28.27,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-13,487,0.9,0,0,0,7.27,28.27,29.945,25.990000000000002,31.035,23.585,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-14,375,7.27,0.9,0,0,0.05,23.585,28.27,29.945,25.990000000000002,23.02,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-15,389,0.05,7.27,0.9,0,0,23.02,23.585,28.27,29.945,33.715,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-16,471,0,0.05,7.27,0.9,0,33.715,23.02,23.585,28.27,38.095,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-17,547,0,0,0.05,7.27,0.27,38.095,33.715,23.02,23.585,21.615000000000002,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-18,570,0.27,0,0,0.05,0.03,21.615000000000002,38.095,33.715,23.02,26.57,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-19,455,0.03,0.27,0,0,20.25,26.57,21.615000000000002,38.095,33.715,20.345,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-20,463,20.25,0.03,0.27,0,0.9,20.345,26.57,21.615000000000002,38.095,22.755,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-21,350,0.9,20.25,0.03,0.27,0,22.755,20.345,26.57,21.615000000000002,30.88,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-22,387,0,0.9,20.25,0.03,0.03,30.88,22.755,20.345,26.57,36.33,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-23,524,0.03,0,0.9,20.25,0.61,36.33,30.88,22.755,20.345,23.335,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-24,494,0.61,0.03,0,0.9,0.03,23.335,36.33,30.88,22.755,23.98,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-25,425,0.03,0.61,0.03,0,0,23.98,23.335,36.33,30.88,22.560000000000002,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-26,483,0,0.03,0.61,0.03,0,22.560000000000002,23.98,23.335,36.33,27.669999999999998,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-27,450,0,0,0.03,0.61,0,27.669999999999998,22.560000000000002,23.98,23.335,31.155,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-28,450,0,0,0,0.03,0,31.155,27.669999999999998,22.560000000000002,23.98,31.33,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-29,504,0,0,0,0,0,31.33,31.155,27.669999999999998,22.560000000000002,29.744999999999997,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-30,572,0,0,0,0,1.32,29.744999999999997,31.33,31.155,27.669999999999998,23.34,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-01-31,452,1.32,0,0,0,0.03,23.34,29.744999999999997,31.33,31.155,21.21,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-01,471,0.03,1.32,0,0,0,21.21,23.34,29.744999999999997,31.33,25.835,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-02,449,0,0.03,1.32,0,0,25.835,21.21,23.34,29.744999999999997,28.75,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-03,489,0,0,0.03,1.32,0,28.75,25.835,21.21,23.34,35.57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-04,486,0,0,0,0.03,0.24,35.57,28.75,25.835,21.21,28.36,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-05,577,0.24,0,0,0,32.3,28.36,35.57,28.75,25.835,16.75,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-06,469,32.3,0.24,0,0,0.11,16.75,28.36,35.57,28.75,27.119999999999997,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-07,380,0.11,32.3,0.24,0,0.03,27.119999999999997,16.75,28.36,35.57,35.13,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-08,421,0.03,0.11,32.3,0.24,0,35.13,27.119999999999997,16.75,28.36,36.989999999999995,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-09,561,0,0.03,0.11,32.3,0.03,36.989999999999995,35.13,27.119999999999997,16.75,32.15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-10,516,0.03,0,0.03,0.11,0.03,32.15,36.989999999999995,35.13,27.119999999999997,27.14,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-11,474,0.03,0.03,0,0.03,1.8,27.14,32.15,36.989999999999995,35.13,19.6,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-12,448,1.8,0.03,0.03,0,0.38,19.6,27.14,32.15,36.989999999999995,21.134999999999998,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-13,429,0.38,1.8,0.03,0.03,1.82,21.134999999999998,19.6,27.14,32.15,20.335,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-14,409,1.82,0.38,1.8,0.03,0.08,20.335,21.134999999999998,19.6,27.14,30.855,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-15,416,0.08,1.82,0.38,1.8,0,30.855,20.335,21.134999999999998,19.6,27.07,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-16,477,0,0.08,1.82,0.38,0,27.07,30.855,20.335,21.134999999999998,25.215,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-17,488,0,0,0.08,1.82,0,25.215,27.07,30.855,20.335,19.27,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-18,448,0,0,0,0.08,0.3,19.27,25.215,27.07,30.855,16.93,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-19,424,0.3,0,0,0,10.84,16.93,19.27,25.215,27.07,20.93,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-20,423,10.84,0.3,0,0,1.1,20.93,16.93,19.27,25.215,24.61,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-21,403,1.1,10.84,0.3,0,0,24.61,20.93,16.93,19.27,32.59,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-22,453,0,1.1,10.84,0.3,0,32.59,24.61,20.93,16.93,26.235,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-23,511,0,0,1.1,10.84,0.26,26.235,32.59,24.61,20.93,20.415,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-24,476,0.26,0,0,1.1,0.18,20.415,26.235,32.59,24.61,21.55,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-25,391,0.18,0.26,0,0,0,21.55,20.415,26.235,32.59,29.955,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-26,464,0,0.18,0.26,0,0,29.955,21.55,20.415,26.235,32.195,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-27,560,0,0,0.18,0.26,0.05,32.195,29.955,21.55,20.415,33.385,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-02-28,560,0.05,0,0,0.18,0,33.385,32.195,29.955,21.55,33.085,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-01,580,0,0.05,0,0,0,33.085,33.385,32.195,29.955,26.725,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-02,569,0,0,0.05,0,0.15000000000000002,26.725,33.085,33.385,32.195,28.38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-03,503,0.15000000000000002,0,0,0.05,0.05,28.38,26.725,33.085,33.385,30.365,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-04,474,0.05,0.15000000000000002,0,0,0,30.365,28.38,26.725,33.085,26.53,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-05,527,0,0.05,0.15000000000000002,0,0,26.53,30.365,28.38,26.725,27.41,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-06,536,0,0,0.05,0.15000000000000002,0,27.41,26.53,30.365,28.38,27.919999999999998,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-07,506,0,0,0,0.05,0,27.919999999999998,27.41,26.53,30.365,30.175,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-08,544,0,0,0,0,0,30.175,27.919999999999998,27.41,26.53,31.89,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-09,537,0,0,0,0,0,31.89,30.175,27.919999999999998,27.41,27.825,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-10,557,0,0,0,0,0,27.825,31.89,30.175,27.919999999999998,30.305,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-11,487,0,0,0,0,0.29,30.305,27.825,31.89,30.175,31.25,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-12,469,0.29,0,0,0,0.07,31.25,30.305,27.825,31.89,27.43,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-13,489,0.07,0.29,0,0,0,27.43,31.25,30.305,27.825,32.699999999999996,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-14,574,0,0.07,0.29,0,0,32.699999999999996,27.43,31.25,30.305,33.05,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-15,568,0,0,0.07,0.29,2.5300000000000002,33.05,32.699999999999996,27.43,31.25,24.56,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-16,587,2.5300000000000002,0,0,0.07,0.21999999999999997,24.56,33.05,32.699999999999996,27.43,24.099999999999998,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-17,438,0.21999999999999997,2.5300000000000002,0,0,0,24.099999999999998,24.56,33.05,32.699999999999996,30.625,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-18,470,0,0.21999999999999997,2.5300000000000002,0,0,30.625,24.099999999999998,24.56,33.05,33.51,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-19,549,0,0,0.21999999999999997,2.5300000000000002,0,33.51,30.625,24.099999999999998,24.56,30.315,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2017-03-20,590,0.05,0,0,0.21999999999999997,0,30.315,33.51,30.625,24.099999999999998,26.085,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2017-03-21,460,1.65,0,0,0,8.7,26.085,30.315,33.51,30.625,21.115000000000002,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-22,418,8.7,1.65,0,0,0.29000000000000004,21.115000000000002,26.085,30.315,33.51,24.595,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017-03-23,421,0.29000000000000004,8.7,1.8,0,0.03,24.595,21.115000000000002,26.085,30.315,25.83,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017-03-24,431,0.03,0.29000000000000004,8.7,0.18,0,25.83,24.595,21.115000000000002,26.085,29.305,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017-03-25,435,0,0.03,0.29000000000000004,8.7,1.38,29.305,25.83,24.595,21.115000000000002,28.105,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-26,449,1.38,0,0.03,0.29000000000000004,0,28.105,29.305,25.83,24.595,32.37,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-27,518,0,1.38,0,0.03,6.61,32.37,28.105,29.305,25.83,24.425,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-28,423,6.61,0,1.38,0,0,24.425,32.37,28.105,29.305,27.075,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-29,429,0,6.61,0,1.38,3.75,27.075,24.425,32.37,28.105,18.145,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-30,417,3.75,0,6.61,0,3.1799999999999997,18.145,27.075,24.425,32.37,17.915,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-03-31,388,3.1799999999999997,3.75,0,6.61,0.12000000000000001,17.915,18.145,27.075,24.425,18.564999999999998,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-01,387,0.12000000000000001,3.1799999999999997,3.75,0,0.23,18.564999999999998,17.915,18.145,27.075,17.535,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-02,403,0.23,0.12000000000000001,3.1799999999999997,3.75,0.05,17.535,18.564999999999998,17.915,18.145,22.18,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-03,426,0.05,0.23,0.12000000000000001,3.1799999999999997,0,22.18,17.535,18.564999999999998,17.915,24.395,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-04,454,0,0.05,0.23,0.12000000000000001,0,24.395,22.18,17.535,18.564999999999998,24.96,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-05,458,0,0,0.05,0.23,0,24.96,24.395,22.18,17.535,25.735,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-06,434,0,0,0,0.05,0,25.735,24.96,24.395,22.18,25.685,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-07,461,0,0,0,0,0,25.685,25.735,24.96,24.395,27.64,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-08,429,0,0,0,0,8.95,27.64,25.685,25.735,24.96,14.05,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-09,423,8.95,0,0,0,25.759999999999998,14.05,27.64,25.685,25.735,14.175,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-10,379,25.759999999999998,8.95,0,0,1.35,14.175,14.05,27.64,25.685,19.09,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-11,380,1.35,25.759999999999998,8.95,0,0.08,19.09,14.175,14.05,27.64,20.02,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-12,409,0.08,1.35,25.759999999999998,8.95,0.05,20.02,19.09,14.175,14.05,23.455,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-13,402,0.05,0.08,1.35,25.759999999999998,0.03,23.455,20.02,19.09,14.175,17.38,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-14,388,0.03,0.05,0.08,1.35,0.25,17.38,23.455,20.02,19.09,17.34,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-15,358,0.25,0.03,0.05,0.08,0,17.34,17.38,23.455,20.02,21.44,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-16,367,0,0.25,0.03,0.05,0,21.44,17.34,17.38,23.455,18.675,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-17,358,0,0,0.25,0.03,0,18.675,21.44,17.34,17.38,21.04,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-18,427,0,0,0,0.25,0.1,21.04,18.675,21.44,17.34,26.055,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-19,431,0.1,0,0,0,0,26.055,21.04,18.675,21.44,25.3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-20,420,0,0.1,0,0,7.66,25.3,26.055,21.04,18.675,19.1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-21,428,7.66,0,0.1,0,5,19.1,25.3,26.055,21.04,21.240000000000002,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-22,352,5,7.66,0,0.1,0.7000000000000001,21.240000000000002,19.1,25.3,26.055,22.235,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-23,396,0.7000000000000001,5,7.66,0,1.42,22.235,21.240000000000002,19.1,25.3,23.075,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-24,417,1.42,0.7000000000000001,5,7.66,23.12,23.075,22.235,21.240000000000002,19.1,17.565,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-25,357,23.12,1.42,0.7000000000000001,5,19.509999999999998,17.565,23.075,22.235,21.240000000000002,13.66,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-26,414,19.509999999999998,23.12,1.42,0.7000000000000001,5.62,13.66,17.565,23.075,22.235,13.595,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-27,386,5.62,19.509999999999998,23.12,1.42,0.6,13.595,13.66,17.565,23.075,17.595,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-28,403,0.6,5.62,19.509999999999998,23.12,0.37,17.595,13.595,13.66,17.565,18.615,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-29,367,0.37,0.6,5.62,19.509999999999998,0.13,18.615,17.595,13.595,13.66,16.86,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-04-30,395,0.13,0.37,0.6,5.62,0,16.86,18.615,17.595,13.595,18.205,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017-05-01,415,0,0.13,0.37,0.6,2.52,18.205,16.86,18.615,17.595,14.44,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
